"GEOID","NAME","TotalE","TotalM","year"
"51640","Galax city, Virginia",6687,NA,2022
"51650","Hampton city, Virginia",137217,NA,2022
"51660","Harrisonburg city, Virginia",51784,NA,2022
"51670","Hopewell city, Virginia",23046,NA,2022
"51678","Lexington city, Virginia",7346,NA,2022
"51680","Lynchburg city, Virginia",79166,NA,2022
"51683","Manassas city, Virginia",42620,NA,2022
"51685","Manassas Park city, Virginia",17123,NA,2022
"51690","Martinsville city, Virginia",13539,NA,2022
"51700","Newport News city, Virginia",185118,NA,2022
"51710","Norfolk city, Virginia",236973,NA,2022
"51720","Norton city, Virginia",3668,NA,2022
"51730","Petersburg city, Virginia",33261,NA,2022
"51735","Poquoson city, Virginia",12479,NA,2022
"51740","Portsmouth city, Virginia",97384,NA,2022
"51750","Radford city, Virginia",16379,NA,2022
"51760","Richmond city, Virginia",227171,NA,2022
"51770","Roanoke city, Virginia",99213,NA,2022
"51775","Salem city, Virginia",25372,NA,2022
"51790","Staunton city, Virginia",25581,NA,2022
"51800","Suffolk city, Virginia",94856,NA,2022
"51810","Virginia Beach city, Virginia",457900,NA,2022
"51820","Waynesboro city, Virginia",22341,NA,2022
"51830","Williamsburg city, Virginia",15486,NA,2022
"51840","Winchester city, Virginia",28103,NA,2022
"51001","Accomack County, Virginia",33326,NA,2023
"51003","Albemarle County, Virginia",113683,NA,2023
"51005","Alleghany County, Virginia",14962,NA,2023
"51007","Amelia County, Virginia",13342,NA,2023
"51009","Amherst County, Virginia",31385,NA,2023
"51011","Appomattox County, Virginia",16424,NA,2023
"51013","Arlington County, Virginia",235463,NA,2023
"51015","Augusta County, Virginia",77713,NA,2023
"51017","Bath County, Virginia",4123,NA,2023
"51019","Bedford County, Virginia",80254,NA,2023
"51021","Bland County, Virginia",6211,NA,2023
"51023","Botetourt County, Virginia",33875,NA,2023
"51025","Brunswick County, Virginia",15868,NA,2023
"51027","Buchanan County, Virginia",19857,NA,2023
"51029","Buckingham County, Virginia",16914,NA,2023
"51031","Campbell County, Virginia",55398,NA,2023
"51033","Caroline County, Virginia",31541,NA,2023
"51035","Carroll County, Virginia",29158,NA,2023
"51036","Charles City County, Virginia",6686,NA,2023
"51037","Charlotte County, Virginia",11475,NA,2023
"51041","Chesterfield County, Virginia",371610,NA,2023
"51043","Clarke County, Virginia",15060,NA,2023
"51045","Craig County, Virginia",4881,NA,2023
"51047","Culpeper County, Virginia",53563,NA,2023
"51049","Cumberland County, Virginia",9745,NA,2023
"51051","Dickenson County, Virginia",13920,NA,2023
"51053","Dinwiddie County, Virginia",28083,NA,2023
"51057","Essex County, Virginia",10604,NA,2023
"51059","Fairfax County, Virginia",1144474,NA,2023
"51061","Fauquier County, Virginia",73935,NA,2023
"51063","Floyd County, Virginia",15560,NA,2023
"51065","Fluvanna County, Virginia",27764,NA,2023
"51067","Franklin County, Virginia",54958,NA,2023
"51069","Frederick County, Virginia",93355,NA,2023
"51071","Giles County, Virginia",16610,NA,2023
"51073","Gloucester County, Virginia",39228,NA,2023
"51075","Goochland County, Virginia",25613,NA,2023
"51077","Grayson County, Virginia",15323,NA,2023
"51079","Greene County, Virginia",20850,NA,2023
"51081","Greensville County, Virginia",11304,NA,2023
"51083","Halifax County, Virginia",33811,NA,2023
"51085","Hanover County, Virginia",111652,NA,2023
"51087","Henrico County, Virginia",334434,NA,2023
"51089","Henry County, Virginia",50365,NA,2023
"51091","Highland County, Virginia",2265,NA,2023
"51093","Isle of Wight County, Virginia",39444,NA,2023
"51095","James City County, Virginia",80046,NA,2023
"51097","King and Queen County, Virginia",6676,NA,2023
"51099","King George County, Virginia",27468,NA,2023
"51101","King William County, Virginia",18232,NA,2023
"51103","Lancaster County, Virginia",10876,NA,2023
"51105","Lee County, Virginia",22042,NA,2023
"51107","Loudoun County, Virginia",427082,NA,2023
"51109","Louisa County, Virginia",39012,NA,2023
"51111","Lunenburg County, Virginia",11990,NA,2023
"51113","Madison County, Virginia",13931,NA,2023
"51115","Mathews County, Virginia",8517,NA,2023
"51117","Mecklenburg County, Virginia",30431,NA,2023
"51119","Middlesex County, Virginia",10774,NA,2023
"51121","Montgomery County, Virginia",99159,NA,2023
"51125","Nelson County, Virginia",14777,NA,2023
"51127","New Kent County, Virginia",24139,NA,2023
"51131","Northampton County, Virginia",12115,NA,2023
"51133","Northumberland County, Virginia",12085,NA,2023
"51135","Nottoway County, Virginia",15597,NA,2023
"51137","Orange County, Virginia",37208,NA,2023
"51139","Page County, Virginia",23750,NA,2023
"51141","Patrick County, Virginia",17606,NA,2023
"51143","Pittsylvania County, Virginia",60148,NA,2023
"51145","Powhatan County, Virginia",31074,NA,2023
"51147","Prince Edward County, Virginia",21932,NA,2023
"51149","Prince George County, Virginia",42873,NA,2023
"51153","Prince William County, Virginia",484625,NA,2023
"51155","Pulaski County, Virginia",33771,NA,2023
"51157","Rappahannock County, Virginia",7409,NA,2023
"51159","Richmond County, Virginia",9047,NA,2023
"51161","Roanoke County, Virginia",96793,NA,2023
"51163","Rockbridge County, Virginia",22578,NA,2023
"51165","Rockingham County, Virginia",84739,NA,2023
"51167","Russell County, Virginia",25635,NA,2023
"51169","Scott County, Virginia",21504,NA,2023
"51171","Shenandoah County, Virginia",44630,NA,2023
"51173","Smyth County, Virginia",29585,NA,2023
"51175","Southampton County, Virginia",17988,NA,2023
"51177","Spotsylvania County, Virginia",143876,NA,2023
"51179","Stafford County, Virginia",160520,NA,2023
"51181","Surry County, Virginia",6552,NA,2023
"51183","Sussex County, Virginia",10793,NA,2023
"51185","Tazewell County, Virginia",39933,NA,2023
"51187","Warren County, Virginia",41104,NA,2023
"51191","Washington County, Virginia",53913,NA,2023
"51193","Westmoreland County, Virginia",18683,NA,2023
"51195","Wise County, Virginia",35727,NA,2023
"51197","Wythe County, Virginia",28219,NA,2023
"51199","York County, Virginia",70590,NA,2023
"51510","Alexandria city, Virginia",156788,NA,2023
"51520","Bristol city, Virginia",17024,NA,2023
"51530","Buena Vista city, Virginia",6612,NA,2023
"51540","Charlottesville city, Virginia",45863,NA,2023
"51550","Chesapeake city, Virginia",251153,NA,2023
"51570","Colonial Heights city, Virginia",18210,NA,2023
"51580","Covington city, Virginia",5671,NA,2023
"51590","Danville city, Virginia",42239,NA,2023
"51595","Emporia city, Virginia",5633,NA,2023
"51600","Fairfax city, Virginia",24478,NA,2023
"51610","Falls Church city, Virginia",14593,NA,2023
"51620","Franklin city, Virginia",8212,NA,2023
"51630","Fredericksburg city, Virginia",28383,NA,2023
"51640","Galax city, Virginia",6698,NA,2023
"51650","Hampton city, Virginia",137334,NA,2023
"51660","Harrisonburg city, Virginia",51492,NA,2023
"51670","Hopewell city, Virginia",22944,NA,2023
"51678","Lexington city, Virginia",7420,NA,2023
"51680","Lynchburg city, Virginia",79255,NA,2023
"51683","Manassas city, Virginia",42674,NA,2023
"51685","Manassas Park city, Virginia",16923,NA,2023
"51690","Martinsville city, Virginia",13584,NA,2023
"51700","Newport News city, Virginia",184774,NA,2023
"51710","Norfolk city, Virginia",235037,NA,2023
"51720","Norton city, Virginia",3620,NA,2023
"51730","Petersburg city, Virginia",33365,NA,2023
"51735","Poquoson city, Virginia",12556,NA,2023
"51740","Portsmouth city, Virginia",97299,NA,2023
"51750","Radford city, Virginia",16505,NA,2023
"51760","Richmond city, Virginia",227595,NA,2023
"51770","Roanoke city, Virginia",98677,NA,2023
"51775","Salem city, Virginia",25477,NA,2023
"51790","Staunton city, Virginia",25765,NA,2023
"51800","Suffolk city, Virginia",96638,NA,2023
"51810","Virginia Beach city, Virginia",457066,NA,2023
"51820","Waynesboro city, Virginia",22574,NA,2023
"51830","Williamsburg city, Virginia",15564,NA,2023
"51840","Winchester city, Virginia",27981,NA,2023
