"","GEOID","NAME","variable","estimate","moe","year"
"1320","51710","Norfolk city, Virginia","B25001_001",97670,590,2019
"1321","51720","Norton city, Virginia","B25001_001",1903,175,2019
"1322","51730","Petersburg city, Virginia","B25001_001",16367,90,2019
"1323","51735","Poquoson city, Virginia","B25001_001",4801,23,2019
"1324","51740","Portsmouth city, Virginia","B25001_001",40907,252,2019
"1325","51750","Radford city, Virginia","B25001_001",6518,235,2019
"1326","51760","Richmond city, Virginia","B25001_001",100458,483,2019
"1327","51770","Roanoke city, Virginia","B25001_001",47010,155,2019
"1328","51775","Salem city, Virginia","B25001_001",10840,129,2019
"1329","51790","Staunton city, Virginia","B25001_001",11824,147,2019
"1330","51800","Suffolk city, Virginia","B25001_001",36769,88,2019
"1331","51810","Virginia Beach city, Virginia","B25001_001",184794,282,2019
"1332","51820","Waynesboro city, Virginia","B25001_001",10023,51,2019
"1333","51830","Williamsburg city, Virginia","B25001_001",5263,201,2019
"1334","51840","Winchester city, Virginia","B25001_001",11919,102,2019
"1335","51001","Accomack County, Virginia","B25001_001",21299,229,2020
"1336","51003","Albemarle County, Virginia","B25001_001",46235,575,2020
"1337","51005","Alleghany County, Virginia","B25001_001",8036,65,2020
"1338","51007","Amelia County, Virginia","B25001_001",5626,24,2020
"1339","51009","Amherst County, Virginia","B25001_001",14237,90,2020
"1340","51011","Appomattox County, Virginia","B25001_001",7362,32,2020
"1341","51013","Arlington County, Virginia","B25001_001",116248,252,2020
"1342","51015","Augusta County, Virginia","B25001_001",32733,252,2020
"1343","51017","Bath County, Virginia","B25001_001",3336,272,2020
"1344","51019","Bedford County, Virginia","B25001_001",36930,82,2020
"1345","51021","Bland County, Virginia","B25001_001",3341,144,2020
"1346","51023","Botetourt County, Virginia","B25001_001",14959,54,2020
"1347","51025","Brunswick County, Virginia","B25001_001",8238,107,2020
"1348","51027","Buchanan County, Virginia","B25001_001",11558,81,2020
"1349","51029","Buckingham County, Virginia","B25001_001",7456,83,2020
"1350","51031","Campbell County, Virginia","B25001_001",25997,100,2020
"1351","51033","Caroline County, Virginia","B25001_001",12322,529,2020
"1352","51035","Carroll County, Virginia","B25001_001",16738,61,2020
"1353","51036","Charles City County, Virginia","B25001_001",3382,37,2020
"1354","51037","Charlotte County, Virginia","B25001_001",6351,34,2020
"1355","51041","Chesterfield County, Virginia","B25001_001",132606,183,2020
"1356","51043","Clarke County, Virginia","B25001_001",6394,39,2020
"1357","51045","Craig County, Virginia","B25001_001",2856,219,2020
"1358","51047","Culpeper County, Virginia","B25001_001",18959,82,2020
"1359","51049","Cumberland County, Virginia","B25001_001",4747,26,2020
"1360","51051","Dickenson County, Virginia","B25001_001",7579,69,2020
"1361","51053","Dinwiddie County, Virginia","B25001_001",11800,85,2020
"1362","51057","Essex County, Virginia","B25001_001",5876,52,2020
"1363","51059","Fairfax County, Virginia","B25001_001",415149,238,2020
"1364","51061","Fauquier County, Virginia","B25001_001",27084,64,2020
"1365","51063","Floyd County, Virginia","B25001_001",8076,44,2020
"1366","51065","Fluvanna County, Virginia","B25001_001",11048,68,2020
"1367","51067","Franklin County, Virginia","B25001_001",29991,121,2020
"1368","51069","Frederick County, Virginia","B25001_001",34817,104,2020
"1369","51071","Giles County, Virginia","B25001_001",8360,59,2020
"1370","51073","Gloucester County, Virginia","B25001_001",16713,71,2020
"1371","51075","Goochland County, Virginia","B25001_001",9511,123,2020
"1372","51077","Grayson County, Virginia","B25001_001",9262,71,2020
"1373","51079","Greene County, Virginia","B25001_001",8384,49,2020
"1374","51081","Greensville County, Virginia","B25001_001",4192,98,2020
"1375","51083","Halifax County, Virginia","B25001_001",18215,92,2020
"1376","51085","Hanover County, Virginia","B25001_001",41879,136,2020
"1377","51087","Henrico County, Virginia","B25001_001",138225,163,2020
"1378","51089","Henry County, Virginia","B25001_001",26193,88,2020
"1379","51091","Highland County, Virginia","B25001_001",1859,123,2020
"1380","51093","Isle of Wight County, Virginia","B25001_001",15866,35,2020
"1381","51095","James City County, Virginia","B25001_001",33699,120,2020
"1382","51097","King and Queen County, Virginia","B25001_001",3508,18,2020
"1383","51099","King George County, Virginia","B25001_001",10162,65,2020
"1384","51101","King William County, Virginia","B25001_001",7107,40,2020
"1385","51103","Lancaster County, Virginia","B25001_001",7632,66,2020
"1386","51105","Lee County, Virginia","B25001_001",11800,573,2020
"1387","51107","Loudoun County, Virginia","B25001_001",136398,133,2020
"1388","51109","Louisa County, Virginia","B25001_001",17626,53,2020
"1389","51111","Lunenburg County, Virginia","B25001_001",5994,60,2020
"1390","51113","Madison County, Virginia","B25001_001",6112,36,2020
"1391","51115","Mathews County, Virginia","B25001_001",5758,47,2020
"1392","51117","Mecklenburg County, Virginia","B25001_001",19019,91,2020
"1393","51119","Middlesex County, Virginia","B25001_001",7352,74,2020
"1394","51121","Montgomery County, Virginia","B25001_001",40674,251,2020
"1395","51125","Nelson County, Virginia","B25001_001",10219,31,2020
"1396","51127","New Kent County, Virginia","B25001_001",8694,113,2020
"1397","51131","Northampton County, Virginia","B25001_001",7434,66,2020
"1398","51133","Northumberland County, Virginia","B25001_001",9321,16,2020
"1399","51135","Nottoway County, Virginia","B25001_001",6813,179,2020
"1400","51137","Orange County, Virginia","B25001_001",15254,94,2020
"1401","51139","Page County, Virginia","B25001_001",11783,56,2020
"1402","51141","Patrick County, Virginia","B25001_001",10227,88,2020
"1403","51143","Pittsylvania County, Virginia","B25001_001",31623,129,2020
"1404","51145","Powhatan County, Virginia","B25001_001",11091,110,2020
"1405","51147","Prince Edward County, Virginia","B25001_001",9468,182,2020
"1406","51149","Prince George County, Virginia","B25001_001",12545,188,2020
"1407","51153","Prince William County, Virginia","B25001_001",150283,229,2020
"1408","51155","Pulaski County, Virginia","B25001_001",17289,117,2020
"1409","51157","Rappahannock County, Virginia","B25001_001",3994,21,2020
"1410","51159","Richmond County, Virginia","B25001_001",3967,89,2020
"1411","51161","Roanoke County, Virginia","B25001_001",41036,128,2020
"1412","51163","Rockbridge County, Virginia","B25001_001",11508,49,2020
"1413","51165","Rockingham County, Virginia","B25001_001",35783,106,2020
"1414","51167","Russell County, Virginia","B25001_001",13527,60,2020
"1415","51169","Scott County, Virginia","B25001_001",11960,94,2020
"1416","51171","Shenandoah County, Virginia","B25001_001",21263,66,2020
"1417","51173","Smyth County, Virginia","B25001_001",15366,115,2020
"1418","51175","Southampton County, Virginia","B25001_001",7648,143,2020
"1419","51177","Spotsylvania County, Virginia","B25001_001",48522,75,2020
"1420","51179","Stafford County, Virginia","B25001_001",50272,283,2020
"1421","51181","Surry County, Virginia","B25001_001",3600,20,2020
"1422","51183","Sussex County, Virginia","B25001_001",4801,94,2020
"1423","51185","Tazewell County, Virginia","B25001_001",20731,84,2020
"1424","51187","Warren County, Virginia","B25001_001",16481,78,2020
"1425","51191","Washington County, Virginia","B25001_001",25999,128,2020
"1426","51193","Westmoreland County, Virginia","B25001_001",11013,48,2020
"1427","51195","Wise County, Virginia","B25001_001",17931,127,2020
"1428","51197","Wythe County, Virginia","B25001_001",14402,59,2020
"1429","51199","York County, Virginia","B25001_001",28114,173,2020
"1430","51510","Alexandria city, Virginia","B25001_001",76361,156,2020
"1431","51520","Bristol city, Virginia","B25001_001",8714,49,2020
"1432","51530","Buena Vista city, Virginia","B25001_001",2866,68,2020
"1433","51540","Charlottesville city, Virginia","B25001_001",20736,92,2020
"1434","51550","Chesapeake city, Virginia","B25001_001",91707,241,2020
"1435","51570","Colonial Heights city, Virginia","B25001_001",7724,51,2020
"1436","51580","Covington city, Virginia","B25001_001",2987,18,2020
"1437","51590","Danville city, Virginia","B25001_001",22017,112,2020
"1438","51595","Emporia city, Virginia","B25001_001",2569,235,2020
"1439","51600","Fairfax city, Virginia","B25001_001",9019,75,2020
"1440","51610","Falls Church city, Virginia","B25001_001",6080,32,2020
"1441","51620","Franklin city, Virginia","B25001_001",3843,29,2020
"1442","51630","Fredericksburg city, Virginia","B25001_001",11887,192,2020
"1443","51640","Galax city, Virginia","B25001_001",3222,212,2020
"1444","51650","Hampton city, Virginia","B25001_001",60145,213,2020
"1445","51660","Harrisonburg city, Virginia","B25001_001",18317,187,2020
"1446","51670","Hopewell city, Virginia","B25001_001",10354,61,2020
"1447","51678","Lexington city, Virginia","B25001_001",2405,270,2020
"1448","51680","Lynchburg city, Virginia","B25001_001",32533,317,2020
"1449","51683","Manassas city, Virginia","B25001_001",13823,69,2020
"1450","51685","Manassas Park city, Virginia","B25001_001",4874,19,2020
"1451","51690","Martinsville city, Virginia","B25001_001",7062,79,2020
"1452","51700","Newport News city, Virginia","B25001_001",77851,360,2020
"1453","51710","Norfolk city, Virginia","B25001_001",98142,591,2020
"1454","51720","Norton city, Virginia","B25001_001",2105,211,2020
"1455","51730","Petersburg city, Virginia","B25001_001",16346,63,2020
"1456","51735","Poquoson city, Virginia","B25001_001",4817,26,2020
"1457","51740","Portsmouth city, Virginia","B25001_001",40879,211,2020
"1458","51750","Radford city, Virginia","B25001_001",6522,103,2020
"1459","51760","Richmond city, Virginia","B25001_001",100930,541,2020
"1460","51770","Roanoke city, Virginia","B25001_001",46991,156,2020
"1461","51775","Salem city, Virginia","B25001_001",10846,141,2020
"1462","51790","Staunton city, Virginia","B25001_001",11847,162,2020
"1463","51800","Suffolk city, Virginia","B25001_001",37394,74,2020
"1464","51810","Virginia Beach city, Virginia","B25001_001",185735,395,2020
"1465","51820","Waynesboro city, Virginia","B25001_001",10059,48,2020
"1466","51830","Williamsburg city, Virginia","B25001_001",5271,172,2020
"1467","51840","Winchester city, Virginia","B25001_001",11980,90,2020
"1468","51001","Accomack County, Virginia","B25001_001",21661,160,2021
"1469","51003","Albemarle County, Virginia","B25001_001",46661,617,2021
"1470","51005","Alleghany County, Virginia","B25001_001",7948,62,2021
"1471","51007","Amelia County, Virginia","B25001_001",5675,25,2021
"1472","51009","Amherst County, Virginia","B25001_001",14229,98,2021
"1473","51011","Appomattox County, Virginia","B25001_001",7261,69,2021
"1474","51013","Arlington County, Virginia","B25001_001",117546,257,2021
"1475","51015","Augusta County, Virginia","B25001_001",32502,255,2021
"1476","51017","Bath County, Virginia","B25001_001",3349,237,2021
"1477","51019","Bedford County, Virginia","B25001_001",37207,66,2021
"1478","51021","Bland County, Virginia","B25001_001",3204,150,2021
"1479","51023","Botetourt County, Virginia","B25001_001",14867,56,2021
"1480","51025","Brunswick County, Virginia","B25001_001",7944,129,2021
"1481","51027","Buchanan County, Virginia","B25001_001",10475,90,2021
"1482","51029","Buckingham County, Virginia","B25001_001",7178,110,2021
"1483","51031","Campbell County, Virginia","B25001_001",25159,75,2021
"1484","51033","Caroline County, Virginia","B25001_001",12373,228,2021
"1485","51035","Carroll County, Virginia","B25001_001",16616,55,2021
"1486","51036","Charles City County, Virginia","B25001_001",3261,35,2021
"1487","51037","Charlotte County, Virginia","B25001_001",6003,26,2021
"1488","51041","Chesterfield County, Virginia","B25001_001",136775,158,2021
"1489","51043","Clarke County, Virginia","B25001_001",6341,54,2021
"1490","51045","Craig County, Virginia","B25001_001",2623,215,2021
"1491","51047","Culpeper County, Virginia","B25001_001",19020,80,2021
"1492","51049","Cumberland County, Virginia","B25001_001",4638,18,2021
"1493","51051","Dickenson County, Virginia","B25001_001",7382,53,2021
"1494","51053","Dinwiddie County, Virginia","B25001_001",11775,114,2021
"1495","51057","Essex County, Virginia","B25001_001",5744,37,2021
"1496","51059","Fairfax County, Virginia","B25001_001",425294,308,2021
"1497","51061","Fauquier County, Virginia","B25001_001",27966,59,2021
"1498","51063","Floyd County, Virginia","B25001_001",7933,41,2021
"1499","51065","Fluvanna County, Virginia","B25001_001",11061,89,2021
"1500","51067","Franklin County, Virginia","B25001_001",28339,127,2021
"1501","51069","Frederick County, Virginia","B25001_001",35335,109,2021
"1502","51071","Giles County, Virginia","B25001_001",8312,78,2021
"1503","51073","Gloucester County, Virginia","B25001_001",16952,55,2021
"1504","51075","Goochland County, Virginia","B25001_001",10321,130,2021
"1505","51077","Grayson County, Virginia","B25001_001",8956,65,2021
"1506","51079","Greene County, Virginia","B25001_001",8420,38,2021
"1507","51081","Greensville County, Virginia","B25001_001",4029,141,2021
"1508","51083","Halifax County, Virginia","B25001_001",17387,76,2021
"1509","51085","Hanover County, Virginia","B25001_001",42692,160,2021
"1510","51087","Henrico County, Virginia","B25001_001",139826,152,2021
"1511","51089","Henry County, Virginia","B25001_001",25545,84,2021
"1512","51091","Highland County, Virginia","B25001_001",1800,123,2021
"1513","51093","Isle of Wight County, Virginia","B25001_001",16304,53,2021
"1514","51095","James City County, Virginia","B25001_001",33771,103,2021
"1515","51097","King and Queen County, Virginia","B25001_001",3452,16,2021
"1516","51099","King George County, Virginia","B25001_001",10248,50,2021
"1517","51101","King William County, Virginia","B25001_001",7304,38,2021
"1518","51103","Lancaster County, Virginia","B25001_001",7454,48,2021
"1519","51105","Lee County, Virginia","B25001_001",10947,99,2021
"1520","51107","Loudoun County, Virginia","B25001_001",139439,135,2021
"1521","51109","Louisa County, Virginia","B25001_001",17409,38,2021
"1522","51111","Lunenburg County, Virginia","B25001_001",5880,70,2021
"1523","51113","Madison County, Virginia","B25001_001",6036,23,2021
"1524","51115","Mathews County, Virginia","B25001_001",5502,48,2021
"1525","51117","Mecklenburg County, Virginia","B25001_001",19003,137,2021
"1526","51119","Middlesex County, Virginia","B25001_001",7125,66,2021
"1527","51121","Montgomery County, Virginia","B25001_001",41085,272,2021
"1528","51125","Nelson County, Virginia","B25001_001",9902,43,2021
"1529","51127","New Kent County, Virginia","B25001_001",8919,116,2021
"1530","51131","Northampton County, Virginia","B25001_001",7364,57,2021
"1531","51133","Northumberland County, Virginia","B25001_001",8986,31,2021
"1532","51135","Nottoway County, Virginia","B25001_001",6639,177,2021
"1533","51137","Orange County, Virginia","B25001_001",15529,93,2021
"1534","51139","Page County, Virginia","B25001_001",11750,65,2021
"1535","51141","Patrick County, Virginia","B25001_001",10014,75,2021
"1536","51143","Pittsylvania County, Virginia","B25001_001",29656,127,2021
"1537","51145","Powhatan County, Virginia","B25001_001",11415,95,2021
"1538","51147","Prince Edward County, Virginia","B25001_001",9119,215,2021
"1539","51149","Prince George County, Virginia","B25001_001",13239,334,2021
"1540","51153","Prince William County, Virginia","B25001_001",156845,327,2021
"1541","51155","Pulaski County, Virginia","B25001_001",17016,160,2021
"1542","51157","Rappahannock County, Virginia","B25001_001",3843,15,2021
"1543","51159","Richmond County, Virginia","B25001_001",3934,83,2021
"1544","51161","Roanoke County, Virginia","B25001_001",42007,149,2021
"1545","51163","Rockbridge County, Virginia","B25001_001",11261,70,2021
"1546","51165","Rockingham County, Virginia","B25001_001",35388,139,2021
"1547","51167","Russell County, Virginia","B25001_001",12857,47,2021
"1548","51169","Scott County, Virginia","B25001_001",11790,97,2021
"1549","51171","Shenandoah County, Virginia","B25001_001",21114,68,2021
"1550","51173","Smyth County, Virginia","B25001_001",15148,86,2021
"1551","51175","Southampton County, Virginia","B25001_001",7703,134,2021
"1552","51177","Spotsylvania County, Virginia","B25001_001",51085,80,2021
"1553","51179","Stafford County, Virginia","B25001_001",51947,191,2021
"1554","51181","Surry County, Virginia","B25001_001",3410,24,2021
"1555","51183","Sussex County, Virginia","B25001_001",4645,101,2021
"1556","51185","Tazewell County, Virginia","B25001_001",19946,100,2021
"1557","51187","Warren County, Virginia","B25001_001",16656,71,2021
"1558","51191","Washington County, Virginia","B25001_001",25490,129,2021
"1559","51193","Westmoreland County, Virginia","B25001_001",11080,47,2021
"1560","51195","Wise County, Virginia","B25001_001",16820,130,2021
"1561","51197","Wythe County, Virginia","B25001_001",14033,65,2021
"1562","51199","York County, Virginia","B25001_001",27633,170,2021
"1563","51510","Alexandria city, Virginia","B25001_001",80040,163,2021
"1564","51520","Bristol city, Virginia","B25001_001",8692,60,2021
"1565","51530","Buena Vista city, Virginia","B25001_001",2941,56,2021
"1566","51540","Charlottesville city, Virginia","B25001_001",21285,128,2021
"1567","51550","Chesapeake city, Virginia","B25001_001",94035,259,2021
"1568","51570","Colonial Heights city, Virginia","B25001_001",8107,40,2021
"1569","51580","Covington city, Virginia","B25001_001",3046,23,2021
"1570","51590","Danville city, Virginia","B25001_001",22264,103,2021
"1571","51595","Emporia city, Virginia","B25001_001",2794,227,2021
"1572","51600","Fairfax city, Virginia","B25001_001",9294,63,2021
"1573","51610","Falls Church city, Virginia","B25001_001",6069,30,2021
"1574","51620","Franklin city, Virginia","B25001_001",3878,28,2021
"1575","51630","Fredericksburg city, Virginia","B25001_001",11961,289,2021
"1576","51640","Galax city, Virginia","B25001_001",3255,207,2021
"1577","51650","Hampton city, Virginia","B25001_001",62183,199,2021
"1578","51660","Harrisonburg city, Virginia","B25001_001",18569,252,2021
"1579","51670","Hopewell city, Virginia","B25001_001",10395,72,2021
"1580","51678","Lexington city, Virginia","B25001_001",2377,271,2021
"1581","51680","Lynchburg city, Virginia","B25001_001",33637,367,2021
"1582","51683","Manassas city, Virginia","B25001_001",14234,47,2021
"1583","51685","Manassas Park city, Virginia","B25001_001",5459,26,2021
"1584","51690","Martinsville city, Virginia","B25001_001",7065,78,2021
"1585","51700","Newport News city, Virginia","B25001_001",81418,357,2021
"1586","51710","Norfolk city, Virginia","B25001_001",100947,973,2021
"1587","51720","Norton city, Virginia","B25001_001",1801,184,2021
"1588","51730","Petersburg city, Virginia","B25001_001",17853,73,2021
"1589","51735","Poquoson city, Virginia","B25001_001",4906,32,2021
"1590","51740","Portsmouth city, Virginia","B25001_001",42934,224,2021
"1591","51750","Radford city, Virginia","B25001_001",6460,194,2021
"1592","51760","Richmond city, Virginia","B25001_001",110224,551,2021
"1593","51770","Roanoke city, Virginia","B25001_001",48537,113,2021
"1594","51775","Salem city, Virginia","B25001_001",11086,177,2021
"1595","51790","Staunton city, Virginia","B25001_001",12264,141,2021
"1596","51800","Suffolk city, Virginia","B25001_001",38021,120,2021
"1597","51810","Virginia Beach city, Virginia","B25001_001",189187,370,2021
"1598","51820","Waynesboro city, Virginia","B25001_001",10201,46,2021
"1599","51830","Williamsburg city, Virginia","B25001_001",5686,217,2021
"1600","51840","Winchester city, Virginia","B25001_001",12268,86,2021
"1601","51001","Accomack County, Virginia","B25001_001",21769,46,2022
"1602","51003","Albemarle County, Virginia","B25001_001",47496,106,2022
"1603","51005","Alleghany County, Virginia","B25001_001",7938,23,2022
"1604","51007","Amelia County, Virginia","B25001_001",5726,20,2022
"1605","51009","Amherst County, Virginia","B25001_001",14244,45,2022
"1606","51011","Appomattox County, Virginia","B25001_001",7338,32,2022
"1607","51013","Arlington County, Virginia","B25001_001",119247,92,2022
"1608","51015","Augusta County, Virginia","B25001_001",32675,76,2022
"1609","51017","Bath County, Virginia","B25001_001",3346,310,2022
"1610","51019","Bedford County, Virginia","B25001_001",37302,44,2022
"1611","51021","Bland County, Virginia","B25001_001",3200,25,2022
"1612","51023","Botetourt County, Virginia","B25001_001",14932,33,2022
"1613","51025","Brunswick County, Virginia","B25001_001",7940,31,2022
"1614","51027","Buchanan County, Virginia","B25001_001",10402,21,2022
"1615","51029","Buckingham County, Virginia","B25001_001",7184,25,2022
"1616","51031","Campbell County, Virginia","B25001_001",25285,82,2022
"1617","51033","Caroline County, Virginia","B25001_001",12511,109,2022
"1618","51035","Carroll County, Virginia","B25001_001",16633,33,2022
"1619","51036","Charles City County, Virginia","B25001_001",3252,35,2022
"1620","51037","Charlotte County, Virginia","B25001_001",5985,22,2022
"1621","51041","Chesterfield County, Virginia","B25001_001",139584,91,2022
"1622","51043","Clarke County, Virginia","B25001_001",6398,22,2022
"1623","51045","Craig County, Virginia","B25001_001",2466,262,2022
"1624","51047","Culpeper County, Virginia","B25001_001",19285,59,2022
"1625","51049","Cumberland County, Virginia","B25001_001",4658,17,2022
"1626","51051","Dickenson County, Virginia","B25001_001",7367,21,2022
"1627","51053","Dinwiddie County, Virginia","B25001_001",11837,26,2022
"1628","51057","Essex County, Virginia","B25001_001",5768,25,2022
"1629","51059","Fairfax County, Virginia","B25001_001",426970,163,2022
"1630","51061","Fauquier County, Virginia","B25001_001",28218,51,2022
"1631","51063","Floyd County, Virginia","B25001_001",7947,26,2022
"1632","51065","Fluvanna County, Virginia","B25001_001",11183,45,2022
"1633","51067","Franklin County, Virginia","B25001_001",28305,35,2022
"1634","51069","Frederick County, Virginia","B25001_001",35963,71,2022
"1635","51071","Giles County, Virginia","B25001_001",8309,31,2022
"1636","51073","Gloucester County, Virginia","B25001_001",17064,60,2022
"1637","51075","Goochland County, Virginia","B25001_001",10623,34,2022
"1638","51077","Grayson County, Virginia","B25001_001",8948,31,2022
"1639","51079","Greene County, Virginia","B25001_001",8555,30,2022
"1640","51081","Greensville County, Virginia","B25001_001",4013,28,2022
"1641","51083","Halifax County, Virginia","B25001_001",17384,41,2022
"1642","51085","Hanover County, Virginia","B25001_001",43331,81,2022
"1643","51087","Henrico County, Virginia","B25001_001",141349,100,2022
"1644","51089","Henry County, Virginia","B25001_001",25475,34,2022
"1645","51091","Highland County, Virginia","B25001_001",1814,104,2022
"1646","51093","Isle of Wight County, Virginia","B25001_001",16551,51,2022
"1647","51095","James City County, Virginia","B25001_001",34104,50,2022
"1648","51097","King and Queen County, Virginia","B25001_001",3464,18,2022
"1649","51099","King George County, Virginia","B25001_001",10391,30,2022
"1650","51101","King William County, Virginia","B25001_001",7470,43,2022
"1651","51103","Lancaster County, Virginia","B25001_001",7452,53,2022
"1652","51105","Lee County, Virginia","B25001_001",10906,34,2022
"1653","51107","Loudoun County, Virginia","B25001_001",142270,127,2022
"1654","51109","Louisa County, Virginia","B25001_001",17707,27,2022
"1655","51111","Lunenburg County, Virginia","B25001_001",5886,20,2022
"1656","51113","Madison County, Virginia","B25001_001",6064,19,2022
"1657","51115","Mathews County, Virginia","B25001_001",5478,33,2022
"1658","51117","Mecklenburg County, Virginia","B25001_001",19063,46,2022
"1659","51119","Middlesex County, Virginia","B25001_001",7127,17,2022
"1660","51121","Montgomery County, Virginia","B25001_001",41660,138,2022
"1661","51125","Nelson County, Virginia","B25001_001",9919,19,2022
"1662","51127","New Kent County, Virginia","B25001_001",9188,56,2022
"1663","51131","Northampton County, Virginia","B25001_001",7412,41,2022
"1664","51133","Northumberland County, Virginia","B25001_001",8989,16,2022
"1665","51135","Nottoway County, Virginia","B25001_001",6658,34,2022
"1666","51137","Orange County, Virginia","B25001_001",15700,57,2022
"1667","51139","Page County, Virginia","B25001_001",11784,31,2022
"1668","51141","Patrick County, Virginia","B25001_001",10007,19,2022
"1669","51143","Pittsylvania County, Virginia","B25001_001",29526,47,2022
"1670","51145","Powhatan County, Virginia","B25001_001",11619,47,2022
"1671","51147","Prince Edward County, Virginia","B25001_001",9153,145,2022
"1672","51149","Prince George County, Virginia","B25001_001",13344,89,2022
"1673","51153","Prince William County, Virginia","B25001_001",158642,106,2022
"1674","51155","Pulaski County, Virginia","B25001_001",17031,36,2022
"1675","51157","Rappahannock County, Virginia","B25001_001",3850,29,2022
"1676","51159","Richmond County, Virginia","B25001_001",3944,18,2022
"1677","51161","Roanoke County, Virginia","B25001_001",42135,48,2022
"1678","51163","Rockbridge County, Virginia","B25001_001",11283,29,2022
"1679","51165","Rockingham County, Virginia","B25001_001",35692,60,2022
"1680","51167","Russell County, Virginia","B25001_001",12814,29,2022
"1681","51169","Scott County, Virginia","B25001_001",11793,44,2022
"1682","51171","Shenandoah County, Virginia","B25001_001",21195,34,2022
"1683","51173","Smyth County, Virginia","B25001_001",15125,57,2022
"1684","51175","Southampton County, Virginia","B25001_001",7737,27,2022
"1685","51177","Spotsylvania County, Virginia","B25001_001",52516,47,2022
"1686","51179","Stafford County, Virginia","B25001_001",52961,82,2022
"1687","51181","Surry County, Virginia","B25001_001",3419,21,2022
"1688","51183","Sussex County, Virginia","B25001_001",4665,45,2022
"1689","51185","Tazewell County, Virginia","B25001_001",19866,29,2022
"1690","51187","Warren County, Virginia","B25001_001",16794,35,2022
"1691","51191","Washington County, Virginia","B25001_001",25509,58,2022
"1692","51193","Westmoreland County, Virginia","B25001_001",11176,22,2022
"1693","51195","Wise County, Virginia","B25001_001",16723,57,2022
"1694","51197","Wythe County, Virginia","B25001_001",14040,63,2022
"1695","51199","York County, Virginia","B25001_001",27905,70,2022
"1696","51510","Alexandria city, Virginia","B25001_001",80253,91,2022
"1697","51520","Bristol city, Virginia","B25001_001",8671,20,2022
"1698","51530","Buena Vista city, Virginia","B25001_001",2941,16,2022
"1699","51540","Charlottesville city, Virginia","B25001_001",21425,90,2022
"1700","51550","Chesapeake city, Virginia","B25001_001",95076,70,2022
"1701","51570","Colonial Heights city, Virginia","B25001_001",8123,22,2022
"1702","51580","Covington city, Virginia","B25001_001",3049,13,2022
"1703","51590","Danville city, Virginia","B25001_001",22291,60,2022
"1704","51595","Emporia city, Virginia","B25001_001",2810,248,2022
"1705","51600","Fairfax city, Virginia","B25001_001",9323,38,2022
"1706","51610","Falls Church city, Virginia","B25001_001",6127,16,2022
"1707","51620","Franklin city, Virginia","B25001_001",3892,19,2022
"1708","51630","Fredericksburg city, Virginia","B25001_001",12118,38,2022
"1709","51640","Galax city, Virginia","B25001_001",3169,232,2022
"1710","51650","Hampton city, Virginia","B25001_001",62372,62,2022
"1711","51660","Harrisonburg city, Virginia","B25001_001",18599,59,2022
"1712","51670","Hopewell city, Virginia","B25001_001",10415,25,2022
"1713","51678","Lexington city, Virginia","B25001_001",2525,309,2022
"1714","51680","Lynchburg city, Virginia","B25001_001",33821,120,2022
"1715","51683","Manassas city, Virginia","B25001_001",14345,61,2022
"1716","51685","Manassas Park city, Virginia","B25001_001",5493,25,2022
"1717","51690","Martinsville city, Virginia","B25001_001",7042,33,2022
"1718","51700","Newport News city, Virginia","B25001_001",81681,63,2022
"1719","51710","Norfolk city, Virginia","B25001_001",101710,305,2022
"1720","51720","Norton city, Virginia","B25001_001",1864,191,2022
"1721","51730","Petersburg city, Virginia","B25001_001",17941,26,2022
"1722","51735","Poquoson city, Virginia","B25001_001",4927,19,2022
"1723","51740","Portsmouth city, Virginia","B25001_001",43096,123,2022
"1724","51750","Radford city, Virginia","B25001_001",6450,36,2022
"1725","51760","Richmond city, Virginia","B25001_001",111524,120,2022
"1726","51770","Roanoke city, Virginia","B25001_001",48726,50,2022
"1727","51775","Salem city, Virginia","B25001_001",11096,31,2022
"1728","51790","Staunton city, Virginia","B25001_001",12293,34,2022
"1729","51800","Suffolk city, Virginia","B25001_001",38847,115,2022
"1730","51810","Virginia Beach city, Virginia","B25001_001",189951,211,2022
"1731","51820","Waynesboro city, Virginia","B25001_001",10288,19,2022
"1732","51830","Williamsburg city, Virginia","B25001_001",5732,50,2022
"1733","51840","Winchester city, Virginia","B25001_001",12353,31,2022
"1734","51001","Accomack County, Virginia","B25001_001",21897,39,2023
"1735","51003","Albemarle County, Virginia","B25001_001",48360,88,2023
"1736","51005","Alleghany County, Virginia","B25001_001",7916,25,2023
"1737","51007","Amelia County, Virginia","B25001_001",5770,25,2023
"1738","51009","Amherst County, Virginia","B25001_001",14301,33,2023
"1739","51011","Appomattox County, Virginia","B25001_001",7380,37,2023
"1740","51013","Arlington County, Virginia","B25001_001",120746,83,2023
"1741","51015","Augusta County, Virginia","B25001_001",32890,55,2023
"1742","51017","Bath County, Virginia","B25001_001",3336,208,2023
"1743","51019","Bedford County, Virginia","B25001_001",37383,39,2023
"1744","51021","Bland County, Virginia","B25001_001",3205,18,2023
"1745","51023","Botetourt County, Virginia","B25001_001",15010,46,2023
"1746","51025","Brunswick County, Virginia","B25001_001",7935,25,2023
"1747","51027","Buchanan County, Virginia","B25001_001",10340,32,2023
"1748","51029","Buckingham County, Virginia","B25001_001",7233,35,2023
"1749","51031","Campbell County, Virginia","B25001_001",25363,41,2023
